DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20090701,2009-07-01,4,Wednesday,1,182,27,July,7,3,2009,2,1,2010,1
20090702,2009-07-02,5,Thursday,2,183,27,July,7,3,2009,2,1,2010,1
20090703,2009-07-03,6,Friday,3,184,27,July,7,3,2009,2,1,2010,1
20090704,2009-07-04,7,Saturday,4,185,27,July,7,3,2009,2,1,2010,1
20090705,2009-07-05,1,Sunday,5,186,28,July,7,3,2009,2,1,2010,1
20090706,2009-07-06,2,Monday,6,187,28,July,7,3,2009,2,1,2010,1
20090707,2009-07-07,3,Tuesday,7,188,28,July,7,3,2009,2,1,2010,1
20090708,2009-07-08,4,Wednesday,8,189,28,July,7,3,2009,2,1,2010,1
20090709,2009-07-09,5,Thursday,9,190,28,July,7,3,2009,2,1,2010,1
20090710,2009-07-10,6,Friday,10,191,28,July,7,3,2009,2,1,2010,1
20090711,2009-07-11,7,Saturday,11,192,28,July,7,3,2009,2,1,2010,1
20090712,2009-07-12,1,Sunday,12,193,29,July,7,3,2009,2,1,2010,1
20090713,2009-07-13,2,Monday,13,194,29,July,7,3,2009,2,1,2010,1
20090714,2009-07-14,3,Tuesday,14,195,29,July,7,3,2009,2,1,2010,1
20090715,2009-07-15,4,Wednesday,15,196,29,July,7,3,2009,2,1,2010,1
20090716,2009-07-16,5,Thursday,16,197,29,July,7,3,2009,2,1,2010,1
20090717,2009-07-17,6,Friday,17,198,29,July,7,3,2009,2,1,2010,1
20090718,2009-07-18,7,Saturday,18,199,29,July,7,3,2009,2,1,2010,1
20090719,2009-07-19,1,Sunday,19,200,30,July,7,3,2009,2,1,2010,1
20090720,2009-07-20,2,Monday,20,201,30,July,7,3,2009,2,1,2010,1
20090721,2009-07-21,3,Tuesday,21,202,30,July,7,3,2009,2,1,2010,1
20090722,2009-07-22,4,Wednesday,22,203,30,July,7,3,2009,2,1,2010,1
20090723,2009-07-23,5,Thursday,23,204,30,July,7,3,2009,2,1,2010,1
20090724,2009-07-24,6,Friday,24,205,30,July,7,3,2009,2,1,2010,1
20090725,2009-07-25,7,Saturday,25,206,30,July,7,3,2009,2,1,2010,1
20090726,2009-07-26,1,Sunday,26,207,31,July,7,3,2009,2,1,2010,1
20090727,2009-07-27,2,Monday,27,208,31,July,7,3,2009,2,1,2010,1
20090728,2009-07-28,3,Tuesday,28,209,31,July,7,3,2009,2,1,2010,1
20090729,2009-07-29,4,Wednesday,29,210,31,July,7,3,2009,2,1,2010,1
20090730,2009-07-30,5,Thursday,30,211,31,July,7,3,2009,2,1,2010,1
20090731,2009-07-31,6,Friday,31,212,31,July,7,3,2009,2,1,2010,1
20090801,2009-08-01,7,Saturday,1,213,31,August,8,3,2009,2,1,2010,1
20090802,2009-08-02,1,Sunday,2,214,32,August,8,3,2009,2,1,2010,1
20090803,2009-08-03,2,Monday,3,215,32,August,8,3,2009,2,1,2010,1
20090804,2009-08-04,3,Tuesday,4,216,32,August,8,3,2009,2,1,2010,1
20090805,2009-08-05,4,Wednesday,5,217,32,August,8,3,2009,2,1,2010,1
20090806,2009-08-06,5,Thursday,6,218,32,August,8,3,2009,2,1,2010,1
20090807,2009-08-07,6,Friday,7,219,32,August,8,3,2009,2,1,2010,1
20090808,2009-08-08,7,Saturday,8,220,32,August,8,3,2009,2,1,2010,1
20090809,2009-08-09,1,Sunday,9,221,33,August,8,3,2009,2,1,2010,1
20090810,2009-08-10,2,Monday,10,222,33,August,8,3,2009,2,1,2010,1
20090811,2009-08-11,3,Tuesday,11,223,33,August,8,3,2009,2,1,2010,1
20090812,2009-08-12,4,Wednesday,12,224,33,August,8,3,2009,2,1,2010,1
20090813,2009-08-13,5,Thursday,13,225,33,August,8,3,2009,2,1,2010,1
20090814,2009-08-14,6,Friday,14,226,33,August,8,3,2009,2,1,2010,1
20090815,2009-08-15,7,Saturday,15,227,33,August,8,3,2009,2,1,2010,1
20090816,2009-08-16,1,Sunday,16,228,34,August,8,3,2009,2,1,2010,1
20090817,2009-08-17,2,Monday,17,229,34,August,8,3,2009,2,1,2010,1
20090818,2009-08-18,3,Tuesday,18,230,34,August,8,3,2009,2,1,2010,1
20090819,2009-08-19,4,Wednesday,19,231,34,August,8,3,2009,2,1,2010,1
20090820,2009-08-20,5,Thursday,20,232,34,August,8,3,2009,2,1,2010,1
20090821,2009-08-21,6,Friday,21,233,34,August,8,3,2009,2,1,2010,1
20090822,2009-08-22,7,Saturday,22,234,34,August,8,3,2009,2,1,2010,1
20090823,2009-08-23,1,Sunday,23,235,35,August,8,3,2009,2,1,2010,1
20090824,2009-08-24,2,Monday,24,236,35,August,8,3,2009,2,1,2010,1
20090825,2009-08-25,3,Tuesday,25,237,35,August,8,3,2009,2,1,2010,1
20090826,2009-08-26,4,Wednesday,26,238,35,August,8,3,2009,2,1,2010,1
20090827,2009-08-27,5,Thursday,27,239,35,August,8,3,2009,2,1,2010,1
20090828,2009-08-28,6,Friday,28,240,35,August,8,3,2009,2,1,2010,1
20090829,2009-08-29,7,Saturday,29,241,35,August,8,3,2009,2,1,2010,1
20090830,2009-08-30,1,Sunday,30,242,36,August,8,3,2009,2,1,2010,1
20090831,2009-08-31,2,Monday,31,243,36,August,8,3,2009,2,1,2010,1
20090901,2009-09-01,3,Tuesday,1,244,36,September,9,3,2009,2,1,2010,1
20090902,2009-09-02,4,Wednesday,2,245,36,September,9,3,2009,2,1,2010,1
20090903,2009-09-03,5,Thursday,3,246,36,September,9,3,2009,2,1,2010,1
20090904,2009-09-04,6,Friday,4,247,36,September,9,3,2009,2,1,2010,1
20090905,2009-09-05,7,Saturday,5,248,36,September,9,3,2009,2,1,2010,1
20090906,2009-09-06,1,Sunday,6,249,37,September,9,3,2009,2,1,2010,1
20090907,2009-09-07,2,Monday,7,250,37,September,9,3,2009,2,1,2010,1
20090908,2009-09-08,3,Tuesday,8,251,37,September,9,3,2009,2,1,2010,1
20090909,2009-09-09,4,Wednesday,9,252,37,September,9,3,2009,2,1,2010,1
20090910,2009-09-10,5,Thursday,10,253,37,September,9,3,2009,2,1,2010,1
20090911,2009-09-11,6,Friday,11,254,37,September,9,3,2009,2,1,2010,1
20090912,2009-09-12,7,Saturday,12,255,37,September,9,3,2009,2,1,2010,1
20090913,2009-09-13,1,Sunday,13,256,38,September,9,3,2009,2,1,2010,1
20090914,2009-09-14,2,Monday,14,257,38,September,9,3,2009,2,1,2010,1
20090915,2009-09-15,3,Tuesday,15,258,38,September,9,3,2009,2,1,2010,1
20090916,2009-09-16,4,Wednesday,16,259,38,September,9,3,2009,2,1,2010,1
20090917,2009-09-17,5,Thursday,17,260,38,September,9,3,2009,2,1,2010,1
20090918,2009-09-18,6,Friday,18,261,38,September,9,3,2009,2,1,2010,1
20090919,2009-09-19,7,Saturday,19,262,38,September,9,3,2009,2,1,2010,1
20090920,2009-09-20,1,Sunday,20,263,39,September,9,3,2009,2,1,2010,1
20090921,2009-09-21,2,Monday,21,264,39,September,9,3,2009,2,1,2010,1
20090922,2009-09-22,3,Tuesday,22,265,39,September,9,3,2009,2,1,2010,1
20090923,2009-09-23,4,Wednesday,23,266,39,September,9,3,2009,2,1,2010,1
20090924,2009-09-24,5,Thursday,24,267,39,September,9,3,2009,2,1,2010,1
20090925,2009-09-25,6,Friday,25,268,39,September,9,3,2009,2,1,2010,1
20090926,2009-09-26,7,Saturday,26,269,39,September,9,3,2009,2,1,2010,1
20090927,2009-09-27,1,Sunday,27,270,40,September,9,3,2009,2,1,2010,1
20090928,2009-09-28,2,Monday,28,271,40,September,9,3,2009,2,1,2010,1
20090929,2009-09-29,3,Tuesday,29,272,40,September,9,3,2009,2,1,2010,1
20090930,2009-09-30,4,Wednesday,30,273,40,September,9,3,2009,2,1,2010,1
20091001,2009-10-01,5,Thursday,1,274,40,October,10,4,2009,2,2,2010,1
20091002,2009-10-02,6,Friday,2,275,40,October,10,4,2009,2,2,2010,1
20091003,2009-10-03,7,Saturday,3,276,40,October,10,4,2009,2,2,2010,1
20091004,2009-10-04,1,Sunday,4,277,41,October,10,4,2009,2,2,2010,1
20091005,2009-10-05,2,Monday,5,278,41,October,10,4,2009,2,2,2010,1
20091006,2009-10-06,3,Tuesday,6,279,41,October,10,4,2009,2,2,2010,1
20091007,2009-10-07,4,Wednesday,7,280,41,October,10,4,2009,2,2,2010,1
20091008,2009-10-08,5,Thursday,8,281,41,October,10,4,2009,2,2,2010,1
20091009,2009-10-09,6,Friday,9,282,41,October,10,4,2009,2,2,2010,1
20091010,2009-10-10,7,Saturday,10,283,41,October,10,4,2009,2,2,2010,1
20091011,2009-10-11,1,Sunday,11,284,42,October,10,4,2009,2,2,2010,1
20091012,2009-10-12,2,Monday,12,285,42,October,10,4,2009,2,2,2010,1
20091013,2009-10-13,3,Tuesday,13,286,42,October,10,4,2009,2,2,2010,1
20091014,2009-10-14,4,Wednesday,14,287,42,October,10,4,2009,2,2,2010,1
20091015,2009-10-15,5,Thursday,15,288,42,October,10,4,2009,2,2,2010,1
20091016,2009-10-16,6,Friday,16,289,42,October,10,4,2009,2,2,2010,1
20091017,2009-10-17,7,Saturday,17,290,42,October,10,4,2009,2,2,2010,1
20091018,2009-10-18,1,Sunday,18,291,43,October,10,4,2009,2,2,2010,1
20091019,2009-10-19,2,Monday,19,292,43,October,10,4,2009,2,2,2010,1
20091020,2009-10-20,3,Tuesday,20,293,43,October,10,4,2009,2,2,2010,1
20091021,2009-10-21,4,Wednesday,21,294,43,October,10,4,2009,2,2,2010,1
20091022,2009-10-22,5,Thursday,22,295,43,October,10,4,2009,2,2,2010,1
20091023,2009-10-23,6,Friday,23,296,43,October,10,4,2009,2,2,2010,1
20091024,2009-10-24,7,Saturday,24,297,43,October,10,4,2009,2,2,2010,1
20091025,2009-10-25,1,Sunday,25,298,44,October,10,4,2009,2,2,2010,1
20091026,2009-10-26,2,Monday,26,299,44,October,10,4,2009,2,2,2010,1
20091027,2009-10-27,3,Tuesday,27,300,44,October,10,4,2009,2,2,2010,1
20091028,2009-10-28,4,Wednesday,28,301,44,October,10,4,2009,2,2,2010,1
20091029,2009-10-29,5,Thursday,29,302,44,October,10,4,2009,2,2,2010,1
20091030,2009-10-30,6,Friday,30,303,44,October,10,4,2009,2,2,2010,1
20091031,2009-10-31,7,Saturday,31,304,44,October,10,4,2009,2,2,2010,1
20091101,2009-11-01,1,Sunday,1,305,45,November,11,4,2009,2,2,2010,1
20091102,2009-11-02,2,Monday,2,306,45,November,11,4,2009,2,2,2010,1
20091103,2009-11-03,3,Tuesday,3,307,45,November,11,4,2009,2,2,2010,1
20091104,2009-11-04,4,Wednesday,4,308,45,November,11,4,2009,2,2,2010,1
20091105,2009-11-05,5,Thursday,5,309,45,November,11,4,2009,2,2,2010,1
20091106,2009-11-06,6,Friday,6,310,45,November,11,4,2009,2,2,2010,1
20091107,2009-11-07,7,Saturday,7,311,45,November,11,4,2009,2,2,2010,1
20091108,2009-11-08,1,Sunday,8,312,46,November,11,4,2009,2,2,2010,1
20091109,2009-11-09,2,Monday,9,313,46,November,11,4,2009,2,2,2010,1
20091110,2009-11-10,3,Tuesday,10,314,46,November,11,4,2009,2,2,2010,1
20091111,2009-11-11,4,Wednesday,11,315,46,November,11,4,2009,2,2,2010,1
20091112,2009-11-12,5,Thursday,12,316,46,November,11,4,2009,2,2,2010,1
20091113,2009-11-13,6,Friday,13,317,46,November,11,4,2009,2,2,2010,1
20091114,2009-11-14,7,Saturday,14,318,46,November,11,4,2009,2,2,2010,1
20091115,2009-11-15,1,Sunday,15,319,47,November,11,4,2009,2,2,2010,1
20091116,2009-11-16,2,Monday,16,320,47,November,11,4,2009,2,2,2010,1
20091117,2009-11-17,3,Tuesday,17,321,47,November,11,4,2009,2,2,2010,1
20091118,2009-11-18,4,Wednesday,18,322,47,November,11,4,2009,2,2,2010,1
20091119,2009-11-19,5,Thursday,19,323,47,November,11,4,2009,2,2,2010,1
20091120,2009-11-20,6,Friday,20,324,47,November,11,4,2009,2,2,2010,1
20091121,2009-11-21,7,Saturday,21,325,47,November,11,4,2009,2,2,2010,1
20091122,2009-11-22,1,Sunday,22,326,48,November,11,4,2009,2,2,2010,1
20091123,2009-11-23,2,Monday,23,327,48,November,11,4,2009,2,2,2010,1
20091124,2009-11-24,3,Tuesday,24,328,48,November,11,4,2009,2,2,2010,1
20091125,2009-11-25,4,Wednesday,25,329,48,November,11,4,2009,2,2,2010,1
20091126,2009-11-26,5,Thursday,26,330,48,November,11,4,2009,2,2,2010,1
20091127,2009-11-27,6,Friday,27,331,48,November,11,4,2009,2,2,2010,1
20091128,2009-11-28,7,Saturday,28,332,48,November,11,4,2009,2,2,2010,1
20091129,2009-11-29,1,Sunday,29,333,49,November,11,4,2009,2,2,2010,1
20091130,2009-11-30,2,Monday,30,334,49,November,11,4,2009,2,2,2010,1
20091201,2009-12-01,3,Tuesday,1,335,49,December,12,4,2009,2,2,2010,1
20091202,2009-12-02,4,Wednesday,2,336,49,December,12,4,2009,2,2,2010,1
20091203,2009-12-03,5,Thursday,3,337,49,December,12,4,2009,2,2,2010,1
20091204,2009-12-04,6,Friday,4,338,49,December,12,4,2009,2,2,2010,1
20091205,2009-12-05,7,Saturday,5,339,49,December,12,4,2009,2,2,2010,1
20091206,2009-12-06,1,Sunday,6,340,50,December,12,4,2009,2,2,2010,1
20091207,2009-12-07,2,Monday,7,341,50,December,12,4,2009,2,2,2010,1
20091208,2009-12-08,3,Tuesday,8,342,50,December,12,4,2009,2,2,2010,1
20091209,2009-12-09,4,Wednesday,9,343,50,December,12,4,2009,2,2,2010,1
20091210,2009-12-10,5,Thursday,10,344,50,December,12,4,2009,2,2,2010,1
20091211,2009-12-11,6,Friday,11,345,50,December,12,4,2009,2,2,2010,1
20091212,2009-12-12,7,Saturday,12,346,50,December,12,4,2009,2,2,2010,1
20091213,2009-12-13,1,Sunday,13,347,51,December,12,4,2009,2,2,2010,1
20091214,2009-12-14,2,Monday,14,348,51,December,12,4,2009,2,2,2010,1
20091215,2009-12-15,3,Tuesday,15,349,51,December,12,4,2009,2,2,2010,1
20091216,2009-12-16,4,Wednesday,16,350,51,December,12,4,2009,2,2,2010,1
20091217,2009-12-17,5,Thursday,17,351,51,December,12,4,2009,2,2,2010,1
20091218,2009-12-18,6,Friday,18,352,51,December,12,4,2009,2,2,2010,1
20091219,2009-12-19,7,Saturday,19,353,51,December,12,4,2009,2,2,2010,1
20091220,2009-12-20,1,Sunday,20,354,52,December,12,4,2009,2,2,2010,1
20091221,2009-12-21,2,Monday,21,355,52,December,12,4,2009,2,2,2010,1
20091222,2009-12-22,3,Tuesday,22,356,52,December,12,4,2009,2,2,2010,1
20091223,2009-12-23,4,Wednesday,23,357,52,December,12,4,2009,2,2,2010,1
20091224,2009-12-24,5,Thursday,24,358,52,December,12,4,2009,2,2,2010,1
20091225,2009-12-25,6,Friday,25,359,52,December,12,4,2009,2,2,2010,1
20091226,2009-12-26,7,Saturday,26,360,52,December,12,4,2009,2,2,2010,1
20091227,2009-12-27,1,Sunday,27,361,53,December,12,4,2009,2,2,2010,1
20091228,2009-12-28,2,Monday,28,362,53,December,12,4,2009,2,2,2010,1
20091229,2009-12-29,3,Tuesday,29,363,53,December,12,4,2009,2,2,2010,1
20091230,2009-12-30,4,Wednesday,30,364,53,December,12,4,2009,2,2,2010,1
20091231,2009-12-31,5,Thursday,31,365,53,December,12,4,2009,2,2,2010,1
20100101,2010-01-01,6,Friday,1,1,1,January,1,1,2010,1,3,2010,2
20100102,2010-01-02,7,Saturday,2,2,1,January,1,1,2010,1,3,2010,2
20100103,2010-01-03,1,Sunday,3,3,2,January,1,1,2010,1,3,2010,2
20100104,2010-01-04,2,Monday,4,4,2,January,1,1,2010,1,3,2010,2
20100105,2010-01-05,3,Tuesday,5,5,2,January,1,1,2010,1,3,2010,2
20100106,2010-01-06,4,Wednesday,6,6,2,January,1,1,2010,1,3,2010,2
20100107,2010-01-07,5,Thursday,7,7,2,January,1,1,2010,1,3,2010,2
20100108,2010-01-08,6,Friday,8,8,2,January,1,1,2010,1,3,2010,2
20100109,2010-01-09,7,Saturday,9,9,2,January,1,1,2010,1,3,2010,2
20100110,2010-01-10,1,Sunday,10,10,3,January,1,1,2010,1,3,2010,2
20100111,2010-01-11,2,Monday,11,11,3,January,1,1,2010,1,3,2010,2
20100112,2010-01-12,3,Tuesday,12,12,3,January,1,1,2010,1,3,2010,2
20100113,2010-01-13,4,Wednesday,13,13,3,January,1,1,2010,1,3,2010,2
20100114,2010-01-14,5,Thursday,14,14,3,January,1,1,2010,1,3,2010,2
20100115,2010-01-15,6,Friday,15,15,3,January,1,1,2010,1,3,2010,2
20100116,2010-01-16,7,Saturday,16,16,3,January,1,1,2010,1,3,2010,2
20100117,2010-01-17,1,Sunday,17,17,4,January,1,1,2010,1,3,2010,2
20100118,2010-01-18,2,Monday,18,18,4,January,1,1,2010,1,3,2010,2
20100119,2010-01-19,3,Tuesday,19,19,4,January,1,1,2010,1,3,2010,2
20100120,2010-01-20,4,Wednesday,20,20,4,January,1,1,2010,1,3,2010,2
20100121,2010-01-21,5,Thursday,21,21,4,January,1,1,2010,1,3,2010,2
20100122,2010-01-22,6,Friday,22,22,4,January,1,1,2010,1,3,2010,2
20100123,2010-01-23,7,Saturday,23,23,4,January,1,1,2010,1,3,2010,2
20100124,2010-01-24,1,Sunday,24,24,5,January,1,1,2010,1,3,2010,2
20100125,2010-01-25,2,Monday,25,25,5,January,1,1,2010,1,3,2010,2
20100126,2010-01-26,3,Tuesday,26,26,5,January,1,1,2010,1,3,2010,2
20100127,2010-01-27,4,Wednesday,27,27,5,January,1,1,2010,1,3,2010,2
20100128,2010-01-28,5,Thursday,28,28,5,January,1,1,2010,1,3,2010,2
20100129,2010-01-29,6,Friday,29,29,5,January,1,1,2010,1,3,2010,2
20100130,2010-01-30,7,Saturday,30,30,5,January,1,1,2010,1,3,2010,2
20100131,2010-01-31,1,Sunday,31,31,6,January,1,1,2010,1,3,2010,2
20100201,2010-02-01,2,Monday,1,32,6,February,2,1,2010,1,3,2010,2
20100202,2010-02-02,3,Tuesday,2,33,6,February,2,1,2010,1,3,2010,2
20100203,2010-02-03,4,Wednesday,3,34,6,February,2,1,2010,1,3,2010,2
20100204,2010-02-04,5,Thursday,4,35,6,February,2,1,2010,1,3,2010,2
20100205,2010-02-05,6,Friday,5,36,6,February,2,1,2010,1,3,2010,2
20100206,2010-02-06,7,Saturday,6,37,6,February,2,1,2010,1,3,2010,2
20100207,2010-02-07,1,Sunday,7,38,7,February,2,1,2010,1,3,2010,2
20100208,2010-02-08,2,Monday,8,39,7,February,2,1,2010,1,3,2010,2
20100209,2010-02-09,3,Tuesday,9,40,7,February,2,1,2010,1,3,2010,2
20100210,2010-02-10,4,Wednesday,10,41,7,February,2,1,2010,1,3,2010,2
20100211,2010-02-11,5,Thursday,11,42,7,February,2,1,2010,1,3,2010,2
20100212,2010-02-12,6,Friday,12,43,7,February,2,1,2010,1,3,2010,2
20100213,2010-02-13,7,Saturday,13,44,7,February,2,1,2010,1,3,2010,2
20100214,2010-02-14,1,Sunday,14,45,8,February,2,1,2010,1,3,2010,2
20100215,2010-02-15,2,Monday,15,46,8,February,2,1,2010,1,3,2010,2
20100216,2010-02-16,3,Tuesday,16,47,8,February,2,1,2010,1,3,2010,2
20100217,2010-02-17,4,Wednesday,17,48,8,February,2,1,2010,1,3,2010,2
20100218,2010-02-18,5,Thursday,18,49,8,February,2,1,2010,1,3,2010,2
20100219,2010-02-19,6,Friday,19,50,8,February,2,1,2010,1,3,2010,2
20100220,2010-02-20,7,Saturday,20,51,8,February,2,1,2010,1,3,2010,2
20100221,2010-02-21,1,Sunday,21,52,9,February,2,1,2010,1,3,2010,2
20100222,2010-02-22,2,Monday,22,53,9,February,2,1,2010,1,3,2010,2
20100223,2010-02-23,3,Tuesday,23,54,9,February,2,1,2010,1,3,2010,2
20100224,2010-02-24,4,Wednesday,24,55,9,February,2,1,2010,1,3,2010,2
20100225,2010-02-25,5,Thursday,25,56,9,February,2,1,2010,1,3,2010,2
20100226,2010-02-26,6,Friday,26,57,9,February,2,1,2010,1,3,2010,2
20100227,2010-02-27,7,Saturday,27,58,9,February,2,1,2010,1,3,2010,2
20100228,2010-02-28,1,Sunday,28,59,10,February,2,1,2010,1,3,2010,2
20100301,2010-03-01,2,Monday,1,60,10,March,3,1,2010,1,3,2010,2
20100302,2010-03-02,3,Tuesday,2,61,10,March,3,1,2010,1,3,2010,2
20100303,2010-03-03,4,Wednesday,3,62,10,March,3,1,2010,1,3,2010,2
20100304,2010-03-04,5,Thursday,4,63,10,March,3,1,2010,1,3,2010,2
20100305,2010-03-05,6,Friday,5,64,10,March,3,1,2010,1,3,2010,2
20100306,2010-03-06,7,Saturday,6,65,10,March,3,1,2010,1,3,2010,2
20100307,2010-03-07,1,Sunday,7,66,11,March,3,1,2010,1,3,2010,2
20100308,2010-03-08,2,Monday,8,67,11,March,3,1,2010,1,3,2010,2
20100309,2010-03-09,3,Tuesday,9,68,11,March,3,1,2010,1,3,2010,2
20100310,2010-03-10,4,Wednesday,10,69,11,March,3,1,2010,1,3,2010,2
20100311,2010-03-11,5,Thursday,11,70,11,March,3,1,2010,1,3,2010,2
20100312,2010-03-12,6,Friday,12,71,11,March,3,1,2010,1,3,2010,2
20100313,2010-03-13,7,Saturday,13,72,11,March,3,1,2010,1,3,2010,2
20100314,2010-03-14,1,Sunday,14,73,12,March,3,1,2010,1,3,2010,2
20100315,2010-03-15,2,Monday,15,74,12,March,3,1,2010,1,3,2010,2
20100316,2010-03-16,3,Tuesday,16,75,12,March,3,1,2010,1,3,2010,2
20100317,2010-03-17,4,Wednesday,17,76,12,March,3,1,2010,1,3,2010,2
20100318,2010-03-18,5,Thursday,18,77,12,March,3,1,2010,1,3,2010,2
20100319,2010-03-19,6,Friday,19,78,12,March,3,1,2010,1,3,2010,2
20100320,2010-03-20,7,Saturday,20,79,12,March,3,1,2010,1,3,2010,2
20100321,2010-03-21,1,Sunday,21,80,13,March,3,1,2010,1,3,2010,2
20100322,2010-03-22,2,Monday,22,81,13,March,3,1,2010,1,3,2010,2
20100323,2010-03-23,3,Tuesday,23,82,13,March,3,1,2010,1,3,2010,2
20100324,2010-03-24,4,Wednesday,24,83,13,March,3,1,2010,1,3,2010,2
20100325,2010-03-25,5,Thursday,25,84,13,March,3,1,2010,1,3,2010,2
20100326,2010-03-26,6,Friday,26,85,13,March,3,1,2010,1,3,2010,2
20100327,2010-03-27,7,Saturday,27,86,13,March,3,1,2010,1,3,2010,2
20100328,2010-03-28,1,Sunday,28,87,14,March,3,1,2010,1,3,2010,2
20100329,2010-03-29,2,Monday,29,88,14,March,3,1,2010,1,3,2010,2
20100330,2010-03-30,3,Tuesday,30,89,14,March,3,1,2010,1,3,2010,2
20100331,2010-03-31,4,Wednesday,31,90,14,March,3,1,2010,1,3,2010,2
20100401,2010-04-01,5,Thursday,1,91,14,April,4,2,2010,1,4,2010,2
20100402,2010-04-02,6,Friday,2,92,14,April,4,2,2010,1,4,2010,2
20100403,2010-04-03,7,Saturday,3,93,14,April,4,2,2010,1,4,2010,2
20100404,2010-04-04,1,Sunday,4,94,15,April,4,2,2010,1,4,2010,2
20100405,2010-04-05,2,Monday,5,95,15,April,4,2,2010,1,4,2010,2
20100406,2010-04-06,3,Tuesday,6,96,15,April,4,2,2010,1,4,2010,2
20100407,2010-04-07,4,Wednesday,7,97,15,April,4,2,2010,1,4,2010,2
20100408,2010-04-08,5,Thursday,8,98,15,April,4,2,2010,1,4,2010,2
20100409,2010-04-09,6,Friday,9,99,15,April,4,2,2010,1,4,2010,2
20100410,2010-04-10,7,Saturday,10,100,15,April,4,2,2010,1,4,2010,2
20100411,2010-04-11,1,Sunday,11,101,16,April,4,2,2010,1,4,2010,2
20100412,2010-04-12,2,Monday,12,102,16,April,4,2,2010,1,4,2010,2
20100413,2010-04-13,3,Tuesday,13,103,16,April,4,2,2010,1,4,2010,2
20100414,2010-04-14,4,Wednesday,14,104,16,April,4,2,2010,1,4,2010,2
20100415,2010-04-15,5,Thursday,15,105,16,April,4,2,2010,1,4,2010,2
20100416,2010-04-16,6,Friday,16,106,16,April,4,2,2010,1,4,2010,2
20100417,2010-04-17,7,Saturday,17,107,16,April,4,2,2010,1,4,2010,2
20100418,2010-04-18,1,Sunday,18,108,17,April,4,2,2010,1,4,2010,2
20100419,2010-04-19,2,Monday,19,109,17,April,4,2,2010,1,4,2010,2
20100420,2010-04-20,3,Tuesday,20,110,17,April,4,2,2010,1,4,2010,2
20100421,2010-04-21,4,Wednesday,21,111,17,April,4,2,2010,1,4,2010,2
20100422,2010-04-22,5,Thursday,22,112,17,April,4,2,2010,1,4,2010,2
20100423,2010-04-23,6,Friday,23,113,17,April,4,2,2010,1,4,2010,2
20100424,2010-04-24,7,Saturday,24,114,17,April,4,2,2010,1,4,2010,2
20100425,2010-04-25,1,Sunday,25,115,18,April,4,2,2010,1,4,2010,2
20100426,2010-04-26,2,Monday,26,116,18,April,4,2,2010,1,4,2010,2
20100427,2010-04-27,3,Tuesday,27,117,18,April,4,2,2010,1,4,2010,2
20100428,2010-04-28,4,Wednesday,28,118,18,April,4,2,2010,1,4,2010,2
20100429,2010-04-29,5,Thursday,29,119,18,April,4,2,2010,1,4,2010,2
20100430,2010-04-30,6,Friday,30,120,18,April,4,2,2010,1,4,2010,2
20100501,2010-05-01,7,Saturday,1,121,18,May,5,2,2010,1,4,2010,2
20100502,2010-05-02,1,Sunday,2,122,19,May,5,2,2010,1,4,2010,2
20100503,2010-05-03,2,Monday,3,123,19,May,5,2,2010,1,4,2010,2
20100504,2010-05-04,3,Tuesday,4,124,19,May,5,2,2010,1,4,2010,2
20100505,2010-05-05,4,Wednesday,5,125,19,May,5,2,2010,1,4,2010,2
20100506,2010-05-06,5,Thursday,6,126,19,May,5,2,2010,1,4,2010,2
20100507,2010-05-07,6,Friday,7,127,19,May,5,2,2010,1,4,2010,2
20100508,2010-05-08,7,Saturday,8,128,19,May,5,2,2010,1,4,2010,2
20100509,2010-05-09,1,Sunday,9,129,20,May,5,2,2010,1,4,2010,2
20100510,2010-05-10,2,Monday,10,130,20,May,5,2,2010,1,4,2010,2
20100511,2010-05-11,3,Tuesday,11,131,20,May,5,2,2010,1,4,2010,2
20100512,2010-05-12,4,Wednesday,12,132,20,May,5,2,2010,1,4,2010,2
20100513,2010-05-13,5,Thursday,13,133,20,May,5,2,2010,1,4,2010,2
20100514,2010-05-14,6,Friday,14,134,20,May,5,2,2010,1,4,2010,2
20100515,2010-05-15,7,Saturday,15,135,20,May,5,2,2010,1,4,2010,2
20100516,2010-05-16,1,Sunday,16,136,21,May,5,2,2010,1,4,2010,2
20100517,2010-05-17,2,Monday,17,137,21,May,5,2,2010,1,4,2010,2
20100518,2010-05-18,3,Tuesday,18,138,21,May,5,2,2010,1,4,2010,2
20100519,2010-05-19,4,Wednesday,19,139,21,May,5,2,2010,1,4,2010,2
20100520,2010-05-20,5,Thursday,20,140,21,May,5,2,2010,1,4,2010,2
20100521,2010-05-21,6,Friday,21,141,21,May,5,2,2010,1,4,2010,2
20100522,2010-05-22,7,Saturday,22,142,21,May,5,2,2010,1,4,2010,2
20100523,2010-05-23,1,Sunday,23,143,22,May,5,2,2010,1,4,2010,2
20100524,2010-05-24,2,Monday,24,144,22,May,5,2,2010,1,4,2010,2
20100525,2010-05-25,3,Tuesday,25,145,22,May,5,2,2010,1,4,2010,2
